,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
649,221,4,108,13,0,0,100,-7,7,8,15,1,40,3,4,4,90,-8,2,2,2,80,Good
8864,217,1,100,31,2,2,100,-7,6,8,33,2,21,1,3,3,75,92,13,3,7,94,Bad
3068,127,17,101,8,0,0,88,3,4,6,3,0,25,3,1,1,68,-8,5,-8,3,100,Bad
4873,409,16,127,16,1,1,94,53,6,4,17,0,29,0,0,0,49,-8,2,-8,0,33,Bad
5488,182,17,83,9,0,0,100,-7,7,8,9,0,44,-7,0,0,10,15,2,2,0,67,Good
9672,292,9,75,22,0,0,100,-7,7,8,24,2,13,22,0,0,16,71,5,2,0,58,Good
1514,144,12,68,24,2,1,85,6,3,2,28,0,15,0,1,1,38,28,8,1,0,83,Bad
4857,138,18,66,11,2,1,71,23,6,3,14,0,36,0,0,0,41,-8,4,1,0,71,Bad
9072,241,5,89,11,3,2,71,2,4,3,14,1,64,0,1,1,78,75,3,2,1,83,Bad
5517,165,3,62,22,2,2,96,3,0,2,23,5,39,2,1,1,10,55,4,5,0,69,Good
629,192,5,75,35,0,0,89,5,4,6,37,5,41,5,0,0,81,92,6,2,2,90,Bad
480,115,8,55,7,2,2,78,67,5,2,9,1,56,-7,0,0,78,77,2,1,1,75,Bad
8248,50,7,26,14,2,2,100,-7,6,8,15,3,43,8,0,0,64,77,3,3,1,55,Bad
1027,367,1,118,57,0,0,95,28,6,6,58,3,24,-8,0,0,5,44,4,4,0,41,Good
4438,183,4,84,21,1,1,86,3,6,4,24,1,32,2,1,1,15,-8,2,-8,0,25,Good
3368,299,3,68,38,0,0,95,13,6,6,36,2,50,0,1,1,6,37,2,7,0,47,Bad
4190,124,2,56,7,2,1,70,12,6,4,10,1,40,-7,1,0,72,-8,2,2,1,67,Good
3254,55,3,105,28,0,0,100,-7,7,8,4,2,7,2,1,1,3,-8,3,-8,0,19,Good
9565,220,2,70,28,0,0,100,-7,7,8,31,3,52,18,0,0,23,99,4,2,1,88,Good
1897,237,0,90,42,0,0,98,43,6,6,62,2,58,-7,3,3,60,90,4,4,4,80,Bad
9661,149,3,69,18,0,0,94,7,4,6,18,2,72,10,0,0,13,82,1,4,0,71,Good
9334,168,4,71,4,2,2,40,5,2,4,5,1,20,0,2,2,0,-8,0,-8,-8,0,Bad
9151,158,23,104,20,0,0,100,-7,7,8,22,0,32,0,1,1,72,-8,1,1,1,50,Good
8571,207,14,147,26,0,0,89,8,4,6,28,0,36,-7,0,0,1,-8,3,2,0,64,Good
4123,336,20,122,17,0,0,100,-7,7,8,17,0,18,-7,0,0,2,-8,2,1,0,27,Good
124,198,6,89,29,3,2,79,21,6,2,34,1,38,-7,3,3,38,98,11,1,1,86,Bad
861,182,17,113,12,1,0,85,23,6,5,13,0,38,16,0,0,37,88,4,2,0,86,Good
3069,225,0,79,44,3,2,75,3,3,2,63,6,25,1,5,5,18,77,10,4,0,80,Bad
3152,309,9,51,34,0,0,100,-7,7,8,25,1,32,0,7,6,54,59,8,3,2,52,Bad
9232,151,8,62,15,0,0,100,-7,7,8,16,1,19,0,2,2,2,-8,4,1,0,50,Good
2037,248,21,150,22,0,0,100,-7,7,8,35,0,54,-7,0,0,4,-8,3,-8,0,50,Good
4192,400,10,112,11,2,2,85,42,6,2,13,2,54,-7,0,0,46,82,2,3,2,83,Good
1866,260,7,61,45,1,0,96,60,6,5,47,1,24,-7,2,2,14,87,6,3,1,43,Good
7211,165,8,79,27,0,0,96,19,6,6,27,1,37,4,1,1,85,78,9,5,5,100,Bad
8747,191,3,71,25,0,0,100,-7,7,8,26,4,42,10,0,0,66,86,6,2,1,73,Good
1628,98,2,54,21,0,0,100,-7,7,8,24,1,13,0,1,1,36,-8,7,1,1,67,Good
8497,313,10,146,11,16,16,82,62,0,6,12,1,45,0,3,3,6,95,1,1,0,67,Bad
3712,74,3,32,14,1,1,93,30,6,3,15,4,40,0,0,0,58,32,2,5,1,64,Bad
7346,290,7,64,19,0,0,100,-7,7,8,19,3,26,7,0,0,25,-8,5,1,0,50,Bad
7637,171,2,73,23,0,0,100,-7,7,8,24,2,29,2,5,5,19,25,3,2,0,50,Good
1064,363,8,85,15,0,0,93,-8,6,6,15,1,67,0,0,0,91,74,1,4,1,83,Bad
4108,299,10,75,36,0,0,100,-7,7,8,37,2,25,-7,0,0,73,32,7,3,4,91,Good
5875,335,8,148,18,0,0,100,-7,7,8,18,1,22,0,1,1,89,73,9,1,7,91,Bad
5717,186,5,91,31,0,0,97,21,6,6,31,2,19,11,0,0,4,87,1,1,0,14,Good
6936,62,4,30,16,0,0,94,25,5,6,16,4,13,0,4,4,82,90,6,1,2,70,Bad
335,184,7,66,39,9,2,85,22,0,5,57,3,44,0,3,3,95,78,5,4,3,100,Bad
3711,209,55,97,19,8,6,56,23,6,2,27,0,7,0,0,0,14,-8,4,1,0,33,Bad
6841,198,12,46,7,3,2,90,40,6,5,12,0,20,0,1,0,37,-8,7,1,1,100,Bad
5331,169,32,95,12,0,0,92,11,4,6,12,0,50,0,0,0,3,-8,1,2,1,38,Bad
4688,46,1,24,8,0,0,100,-7,7,8,10,4,40,0,4,4,46,9,5,3,4,89,Good
4546,305,13,90,25,0,0,88,26,6,6,26,0,58,13,0,0,75,69,3,6,2,75,Bad
3842,170,2,65,23,0,0,92,64,6,6,24,1,33,0,0,0,11,-8,2,2,0,33,Good
9289,183,6,75,45,0,0,100,-7,7,8,45,4,44,0,0,0,34,95,1,4,0,40,Good
3777,43,1,21,9,0,0,100,-7,7,8,11,3,9,0,2,2,52,-8,6,-8,1,86,Bad
7574,121,5,66,21,0,0,95,32,6,6,21,1,48,9,0,0,58,90,2,4,1,86,Good
3544,234,0,73,34,1,0,97,30,6,5,45,6,11,0,2,2,11,88,6,2,1,33,Good
4572,145,3,54,15,0,0,100,-7,7,8,15,1,27,6,0,0,13,60,1,3,0,40,Good
4913,183,2,122,24,0,0,100,-7,7,8,26,1,42,-7,1,1,18,69,5,2,0,54,Good
1225,99,5,46,24,0,0,100,-7,7,8,24,2,33,0,2,1,51,67,7,2,2,64,Bad
2677,187,14,99,23,0,0,100,-7,7,8,46,0,13,8,0,0,2,17,2,2,0,80,Good
7751,261,8,101,14,1,0,82,4,4,5,17,2,29,-7,0,0,18,-8,3,2,0,56,Good
8930,158,6,73,14,0,0,93,9,4,6,14,1,64,0,0,0,29,28,2,3,0,83,Bad
224,280,12,77,25,0,0,100,-7,7,8,25,0,40,0,0,0,17,42,2,4,1,50,Good
5903,168,1,83,21,0,0,91,25,6,6,23,2,35,0,2,2,8,62,3,3,0,55,Bad
8848,378,3,86,25,1,1,100,-7,6,8,27,4,44,-8,0,0,59,95,6,2,2,62,Good
3584,-8,4,29,17,1,0,94,9,3,5,0,5,0,0,5,5,9,-8,4,-8,1,42,Good
5184,119,5,66,13,3,2,80,15,6,3,15,1,27,0,0,0,10,94,3,3,1,50,Bad
8804,217,4,94,17,4,3,78,19,6,5,23,1,52,-8,0,0,63,40,5,5,0,100,Bad
3614,147,6,70,52,0,0,95,3,4,6,50,6,24,6,0,0,21,17,3,3,1,46,Good
1134,30,20,26,3,0,0,75,10,4,6,4,0,50,0,0,0,97,77,2,1,1,100,Bad
7704,39,23,26,4,2,1,60,12,5,5,6,0,60,0,0,0,28,-8,1,1,0,67,Bad
7399,256,11,79,42,0,0,100,-7,7,8,44,1,23,10,0,0,17,54,8,3,1,52,Good
6283,282,7,93,8,0,0,78,22,6,6,9,1,22,-8,0,0,31,-8,3,1,0,83,Good
5444,148,20,71,24,1,1,92,5,4,4,26,0,56,-7,0,0,68,74,7,3,3,71,Good
8372,198,13,91,16,0,0,94,53,6,6,18,0,39,0,1,1,88,86,5,2,2,100,Bad
3221,340,4,80,52,0,0,96,10,4,6,77,2,13,6,0,0,2,-8,2,1,0,12,Bad
2935,168,2,109,41,0,0,98,67,6,6,10,1,21,1,1,1,82,-8,14,-8,8,71,Bad
4704,130,0,45,14,0,0,100,-7,7,8,16,3,44,0,2,2,25,-8,2,2,0,44,Bad
2255,79,12,35,16,1,1,94,15,6,4,26,0,50,-7,3,3,100,57,4,5,2,100,Bad
8334,74,12,39,7,0,0,100,-7,7,8,7,0,71,0,3,3,1,84,1,4,0,83,Bad
6504,225,1,80,29,0,0,100,-7,7,8,30,1,30,0,5,5,73,47,3,3,3,55,Good
8955,10,2,6,1,0,0,100,-7,7,8,2,2,50,0,8,8,64,-8,1,1,-8,100,Bad
5457,76,2,36,18,1,1,95,48,6,3,21,4,50,-7,3,3,1,96,2,3,0,50,Good
1066,162,8,93,18,1,1,95,25,6,2,19,1,26,0,0,0,19,82,4,3,0,78,Good
8844,202,3,92,19,0,0,95,51,6,6,34,4,26,4,1,1,3,-8,3,1,0,36,Good
4878,176,3,69,18,0,0,100,-7,6,8,19,1,42,0,0,0,48,51,6,3,1,82,Good
1307,238,7,92,23,0,0,96,59,6,6,23,1,22,0,0,0,31,49,8,3,0,61,Good
4456,94,5,52,25,0,0,100,-7,7,8,25,2,16,5,2,2,10,78,5,2,0,50,Good
2861,271,4,120,44,0,0,100,-7,7,8,50,2,35,5,0,0,36,98,6,2,2,53,Good
9262,191,16,100,10,2,2,91,55,6,2,11,0,45,0,0,0,5,-8,2,1,0,75,Bad
8222,124,2,17,6,0,0,100,-7,7,8,10,9,40,-7,3,3,45,98,4,4,2,90,Bad
7024,70,3,47,23,0,0,100,-7,7,8,24,2,9,-7,3,3,41,-8,13,1,2,79,Bad
2765,-8,6,65,31,1,1,88,3,2,4,0,2,44,6,1,0,28,87,6,5,1,65,Bad
4542,174,11,89,22,0,0,100,-7,7,8,23,1,43,1,1,1,12,79,2,3,0,100,Good
3844,251,4,83,18,0,0,83,5,4,6,18,1,50,0,4,4,76,56,7,3,1,91,Bad
4103,32,3,14,11,0,0,100,-7,7,8,11,6,36,-7,0,0,73,89,6,3,2,100,Bad
1623,108,3,58,15,0,0,81,23,6,6,16,1,25,0,0,0,31,78,4,3,1,70,Bad
9087,367,7,145,38,0,0,95,59,6,6,41,1,29,1,4,4,21,97,13,2,1,73,Bad
87,282,2,95,23,0,0,100,-7,7,8,24,1,13,0,1,1,22,-8,4,1,1,43,Bad
6050,90,7,37,12,2,2,92,51,6,4,14,4,38,0,3,3,82,95,4,4,2,100,Bad
2381,293,2,78,26,0,0,100,-7,7,8,27,4,26,-7,1,1,50,75,8,2,3,61,Bad
9781,330,7,131,6,0,0,67,14,6,6,6,1,50,7,0,0,59,-8,2,1,0,75,Bad
7809,140,4,54,15,0,0,100,-7,7,8,15,4,53,0,4,4,14,71,3,3,1,67,Bad
5346,115,9,49,18,1,1,100,-7,7,8,21,1,30,0,1,1,56,81,7,2,3,82,Bad
5063,138,22,71,8,2,1,80,38,6,5,10,0,70,0,3,3,-8,39,-8,2,-8,100,Good
991,101,14,56,12,0,0,100,-7,7,8,12,0,42,0,0,0,0,-8,3,1,0,83,Good
6979,243,3,71,24,1,1,100,-7,7,8,26,3,24,0,2,2,2,96,3,1,0,29,Good
8458,295,8,91,23,0,0,79,22,6,6,24,4,29,0,0,0,17,73,4,2,0,75,Good
642,27,0,15,12,0,0,100,-7,7,8,13,5,31,0,6,5,14,72,3,3,0,67,Bad
7385,151,6,58,5,0,0,100,-7,7,8,6,3,17,1,2,2,14,97,1,1,0,50,Bad
6060,120,8,63,5,1,0,80,18,6,5,10,1,80,0,5,5,-8,-8,-8,1,-8,100,Bad
3023,108,4,47,14,0,0,100,-7,7,8,14,2,36,3,1,1,47,-8,2,1,1,75,Bad
3606,173,2,67,18,0,0,100,-7,7,8,10,2,21,1,2,2,0,-8,1,-8,0,10,Good
7057,69,1,25,17,0,0,100,-7,7,8,21,5,20,-7,0,0,21,89,5,2,2,70,Bad
9558,189,2,70,19,0,0,100,-7,7,8,22,2,41,-7,3,3,92,-8,6,1,4,78,Good
6095,219,1,69,29,0,0,100,-7,7,8,31,6,35,0,1,1,42,60,5,3,1,73,Good
930,143,17,86,15,1,0,95,80,6,5,19,0,79,-8,1,0,19,80,3,4,0,88,Good
1018,128,2,45,7,3,2,89,55,0,3,9,1,33,0,4,4,13,88,4,2,0,100,Bad
4679,216,3,63,17,1,1,88,2,4,6,17,4,29,1,4,4,78,-8,6,1,4,70,Bad
5869,138,5,48,20,0,0,100,-7,7,8,20,2,35,0,0,0,40,72,2,2,1,50,Bad
9055,208,2,73,11,0,0,100,-7,7,8,13,2,38,1,2,2,19,-8,2,2,1,80,Good
3362,345,5,108,23,0,0,91,54,6,6,28,2,22,0,1,1,35,-8,3,1,1,36,Good
4942,-8,3,45,21,3,1,88,41,6,5,25,4,40,-7,1,1,8,54,1,4,0,50,Bad
7886,325,6,79,20,0,0,95,11,4,6,20,1,45,0,3,2,3,64,2,4,0,80,Bad
5833,85,20,56,14,0,0,100,-7,7,8,15,0,27,0,0,0,21,-8,5,1,1,75,Good
9765,177,2,68,18,0,0,100,-7,7,8,19,2,37,4,1,1,13,98,2,3,0,56,Good
8800,35,1,20,5,1,1,100,-7,6,8,7,2,43,1,1,1,48,-8,3,-8,0,75,Bad
488,124,6,64,25,0,0,96,-7,5,7,27,2,19,-7,1,1,49,-8,5,1,1,50,Good
631,132,6,62,22,0,0,100,-7,7,8,24,3,21,-8,0,0,56,-8,3,-8,0,50,Good
1016,302,9,105,22,0,0,100,-7,7,8,22,2,23,-8,0,0,2,15,5,2,0,64,Good
2034,77,7,48,16,0,0,100,-7,7,8,6,1,44,-7,0,0,0,74,2,2,0,57,Good
2017,190,17,84,10,0,0,75,25,6,6,35,0,50,-7,1,1,4,76,2,2,0,67,Bad
8742,261,3,94,22,0,0,100,-7,7,8,22,2,64,2,1,1,67,100,2,3,0,100,Good
3197,227,2,49,26,0,0,100,-7,7,8,50,6,41,0,19,18,30,75,5,6,2,61,Bad
7484,149,3,62,25,0,0,100,-7,7,8,25,5,20,2,2,2,30,58,4,3,3,58,Good
3316,34,5,26,4,0,0,100,-7,7,8,4,1,50,5,0,0,0,95,0,2,0,50,Good
8937,132,31,52,14,2,0,74,4,4,5,19,0,47,0,1,1,21,47,2,1,0,50,Bad
9109,280,18,122,22,0,0,91,0,4,6,23,0,35,0,0,0,34,64,6,2,3,80,Bad
3349,198,4,53,11,1,1,92,62,6,2,12,1,33,4,2,2,3,-8,2,1,0,43,Good
5882,156,3,76,16,0,0,100,-7,7,8,16,3,69,0,0,0,96,46,1,3,-8,67,Bad
2206,161,5,80,34,1,0,89,2,4,5,35,5,20,-7,1,1,51,37,13,2,1,79,Bad
1887,291,6,65,5,0,0,80,67,6,6,10,1,40,-7,0,0,1,-8,2,1,0,75,Good
7131,130,4,64,22,0,0,100,-7,7,8,22,1,18,-7,5,5,10,-8,3,-8,1,43,Good
9853,155,1,71,24,0,0,100,-7,7,8,25,3,32,3,3,3,54,-8,3,1,1,100,Good
798,178,13,72,11,0,0,100,-7,7,8,11,0,9,0,1,1,30,31,1,1,1,29,Good
9801,406,2,96,35,0,0,90,10,4,6,40,1,65,3,1,1,25,76,3,4,1,73,Good
2648,280,5,91,44,0,0,100,-7,7,8,21,2,23,18,0,0,17,91,5,3,1,30,Bad
3547,228,2,79,42,0,0,100,-7,7,8,17,4,20,0,6,6,9,-8,7,1,0,50,Good
7404,137,23,90,13,0,0,71,7,4,6,14,0,7,0,1,1,44,-8,4,-8,3,67,Bad
1441,166,7,86,19,0,0,95,20,6,6,20,1,40,0,0,0,59,79,5,3,1,73,Bad
294,78,3,41,6,0,0,100,-7,7,8,6,1,67,0,4,4,56,101,2,1,0,100,Bad
9357,114,18,63,16,1,1,72,8,0,6,19,0,56,0,0,0,13,-8,1,1,0,50,Bad
2700,187,2,64,24,0,0,92,39,6,6,63,2,32,1,6,5,7,-8,3,1,0,40,Bad
4356,93,3,33,21,0,0,86,6,4,6,21,3,76,3,1,1,53,88,2,6,1,73,Bad
2703,167,5,50,28,0,0,100,-7,7,8,17,5,34,0,1,1,21,93,2,7,1,47,Good
3079,385,21,83,20,1,1,95,12,6,3,22,0,36,10,0,0,56,-8,6,2,2,80,Good
8391,160,5,74,10,0,0,100,-7,7,8,10,1,50,0,1,1,0,84,1,2,0,50,Good
4653,85,5,40,18,1,1,89,-8,5,6,18,1,67,0,2,2,75,82,4,3,1,100,Bad
5369,221,4,78,12,4,1,61,27,6,3,19,3,26,0,2,2,88,87,10,2,5,100,Bad
1760,200,2,78,30,0,0,90,5,4,6,31,2,26,0,0,0,53,-8,6,1,0,54,Bad
1960,281,20,91,19,0,0,95,27,6,6,12,0,16,-7,3,3,22,81,5,1,0,60,Good
7005,129,5,48,4,0,0,100,-7,7,8,4,2,50,-7,1,1,30,-8,1,1,0,100,Bad
6349,339,2,89,33,2,1,92,36,6,3,38,5,32,2,2,2,23,72,6,4,1,77,Good
656,178,3,91,22,0,0,100,-7,7,8,24,2,29,2,6,6,7,68,2,2,0,44,Bad
3202,155,9,89,43,0,0,100,-7,7,8,10,3,14,9,1,1,59,43,7,3,2,63,Good
1001,176,15,47,14,0,0,100,-7,7,8,14,0,7,-7,0,0,62,-8,7,-8,4,100,Bad
7715,63,1,35,15,0,0,88,37,6,6,16,2,6,0,1,1,77,-8,3,1,3,57,Bad
2737,260,7,84,26,0,0,96,16,6,6,44,2,61,0,2,2,14,61,3,5,1,80,Good
7264,130,6,183,15,0,0,100,-7,7,8,15,1,7,-8,0,0,12,-8,2,-8,0,67,Bad
9686,203,3,81,22,0,0,100,-7,7,8,22,2,18,9,0,0,0,10,2,1,0,25,Good
8239,87,2,42,34,0,0,100,-7,7,8,42,2,34,-7,5,4,70,92,12,3,2,75,Bad
1877,224,3,122,20,0,0,100,-7,7,8,5,2,10,-7,1,1,16,-8,8,-8,1,73,Good
7324,213,6,86,24,0,0,96,64,6,6,24,2,29,0,1,1,75,79,7,2,5,60,Good
2912,284,21,108,16,0,0,100,-7,7,8,51,0,31,-8,0,0,4,38,1,1,0,43,Good
8758,274,11,106,32,0,0,100,-7,7,8,33,1,21,12,0,0,2,87,1,1,0,20,Good
1484,167,0,72,46,0,0,98,78,6,6,49,3,41,0,4,4,13,60,7,8,1,75,Good
8316,419,1,73,37,0,0,92,13,6,6,44,6,33,3,1,1,12,91,8,3,0,69,Good
4045,151,3,65,14,0,0,100,-7,7,8,14,1,7,-7,0,0,27,-8,2,1,1,43,Good
6434,431,4,84,33,0,0,100,-7,7,8,34,3,12,7,0,0,17,84,4,1,0,71,Good
8895,151,10,58,24,0,0,96,80,6,6,24,2,33,0,0,0,55,62,4,2,2,58,Bad
6452,157,4,75,39,2,0,95,9,3,5,44,2,50,4,3,3,10,65,4,4,0,50,Good
7710,514,14,104,14,0,0,94,10,4,6,16,0,50,0,0,0,42,-8,4,-8,0,80,Bad
4487,287,6,77,24,0,0,96,47,6,6,24,2,21,0,1,1,2,73,2,2,0,25,Good
469,138,2,71,21,0,0,100,-7,7,8,24,3,33,-7,0,0,4,-8,2,1,0,75,Bad
9710,91,3,45,23,1,1,88,41,5,3,24,4,75,0,2,2,20,62,2,4,0,100,Good
8836,404,4,113,25,1,1,83,3,4,2,29,2,28,4,1,1,2,67,5,2,0,44,Bad
9850,120,2,43,13,0,0,100,-7,7,8,14,5,7,4,2,1,15,-8,4,-8,0,44,Good
6511,175,2,61,35,0,0,100,-7,7,8,38,7,34,2,2,2,16,83,3,2,2,33,Good
3662,224,2,67,39,0,0,95,14,6,6,40,2,15,0,2,2,2,37,4,3,0,39,Bad
5724,272,9,99,22,0,0,100,-7,7,8,23,1,14,-8,0,0,30,8,10,1,1,73,Good
9273,273,7,116,18,0,0,84,21,6,6,19,2,47,0,1,1,86,-8,5,2,2,78,Bad
1028,220,7,93,30,0,0,97,2,4,6,30,1,30,1,1,1,14,73,6,2,1,69,Good
8683,80,9,39,9,0,0,100,-7,7,8,9,1,11,0,1,1,42,-8,5,1,2,75,Bad
184,145,7,57,45,0,0,100,-7,7,8,72,2,74,7,0,0,34,97,4,12,0,73,Good
2496,233,2,92,56,0,0,100,-7,7,8,66,9,49,0,1,1,8,64,2,13,2,62,Good
5967,183,21,88,27,0,0,100,-7,7,8,28,0,29,0,2,2,9,32,4,2,1,60,Good
4604,134,1,59,32,0,0,100,-7,7,8,39,6,41,0,4,4,14,95,2,4,1,40,Bad
2280,-8,18,70,20,1,1,95,2,0,6,0,0,15,-7,6,6,68,59,3,2,2,71,Bad
7151,258,8,118,22,1,0,91,78,6,5,23,2,43,-7,0,0,39,66,2,2,0,57,Good
3098,141,3,25,12,3,3,100,-7,6,8,18,1,50,0,7,7,16,65,3,4,0,78,Bad
1068,85,2,60,7,1,1,78,27,6,4,9,2,44,0,0,0,5,-8,3,1,-8,80,Good
8912,106,14,75,9,0,0,50,44,6,6,10,0,30,0,0,0,0,-8,0,-8,-8,0,Good
1801,388,3,106,31,0,0,100,-7,7,8,31,1,19,0,0,0,83,69,14,3,10,91,Bad
5419,361,5,170,7,1,0,63,16,6,5,8,1,25,-7,1,1,8,92,2,1,1,60,Good
7,148,7,65,17,0,0,83,31,6,6,18,1,44,0,0,0,28,48,2,2,2,40,Good
2424,150,9,26,7,0,0,100,-7,7,8,13,3,29,8,0,0,0,88,0,1,0,25,Good
5459,204,4,67,21,2,0,91,28,6,5,25,7,52,-7,0,0,66,95,5,4,0,100,Bad
9659,112,1,57,24,0,0,100,-7,7,8,25,4,16,13,0,0,11,95,3,2,0,31,Good
6722,139,11,61,22,1,0,71,13,6,5,24,1,33,0,2,2,28,26,5,3,4,67,Good
7281,215,41,101,18,0,0,100,-7,7,8,19,0,21,-8,0,0,42,-8,3,1,1,67,Bad
9177,291,64,154,32,0,0,100,-7,7,8,35,0,23,1,4,3,1,-8,2,2,0,57,Good
2246,255,12,40,10,0,0,100,-7,7,8,35,0,30,-7,3,3,62,73,3,2,2,83,Good
7226,150,2,64,18,0,0,95,19,6,6,19,2,68,9,0,0,8,91,1,2,0,50,Bad
7722,323,3,111,16,5,3,73,54,6,2,22,2,59,0,2,2,0,74,0,4,0,71,Bad
1618,59,16,29,7,0,0,71,12,6,6,7,0,29,0,1,1,64,41,4,1,1,83,Bad
3748,201,9,83,16,0,0,100,-7,7,8,16,1,19,0,0,0,5,60,2,1,0,60,Good
2160,123,4,48,22,0,0,100,-7,7,8,22,4,14,-7,2,2,76,-8,7,1,5,75,Bad
9509,42,6,19,10,0,0,90,2,4,6,10,3,20,-7,1,1,17,-8,3,1,1,44,Good
7338,304,2,92,27,0,0,100,-7,7,8,30,2,40,2,2,2,22,50,3,3,0,86,Bad
9131,136,14,73,16,4,3,70,62,6,2,20,0,50,1,1,1,3,86,1,2,0,60,Bad
5801,189,10,82,16,0,0,100,-7,7,8,16,1,44,3,1,1,12,-8,2,2,0,44,Good
1501,161,6,70,18,0,0,90,14,6,6,20,1,30,0,0,0,1,67,3,3,0,64,Bad
1752,146,12,54,13,0,0,100,-7,7,8,14,0,36,0,0,0,48,49,2,3,0,100,Good
782,243,15,106,19,0,0,95,12,6,6,19,0,53,3,2,2,22,40,3,5,0,82,Good
18,244,9,147,10,0,0,100,-7,7,8,10,1,10,0,0,0,3,-8,2,-8,0,50,Bad
8217,116,6,49,13,0,0,92,67,6,6,13,1,69,-7,2,2,1,73,1,3,0,67,Bad
540,111,6,79,9,2,2,92,23,5,2,24,1,67,-7,0,0,39,-8,4,-8,2,83,Bad
7331,207,1,79,21,2,2,100,-7,6,8,22,3,73,1,1,1,30,69,1,3,1,57,Good
4346,45,1,18,9,0,0,100,-7,7,8,10,4,40,0,2,2,12,39,2,2,0,57,Good
603,195,28,90,22,0,0,100,-7,7,8,22,0,14,8,0,0,48,-8,9,-8,4,69,Bad
3776,112,2,42,17,1,1,94,53,6,6,18,2,61,0,0,0,39,99,1,4,0,83,Bad
4228,377,5,86,24,3,2,92,15,6,2,26,2,27,11,0,0,70,76,9,4,4,68,Bad
3641,132,3,48,21,2,1,78,12,6,5,26,2,39,0,2,1,39,99,3,2,1,63,Bad
7169,381,3,77,23,3,2,76,8,0,2,25,2,28,-7,0,0,29,82,5,4,0,69,Bad
8249,205,15,83,14,0,0,100,-7,7,8,14,0,36,14,0,0,1,60,1,2,0,50,Good
821,271,9,86,26,0,0,89,3,4,6,27,1,56,0,1,1,57,67,6,5,2,92,Bad
6704,195,12,115,18,0,0,100,-7,7,8,18,0,50,0,0,0,21,17,3,2,0,63,Bad
5481,376,6,99,18,0,0,94,5,4,6,18,1,22,-7,3,2,53,-8,8,1,1,100,Bad
6699,121,25,87,8,0,0,100,-7,7,8,8,0,13,0,1,1,8,-8,2,1,0,43,Bad
9748,192,1,67,34,0,0,100,-7,7,8,36,5,42,0,3,3,42,76,4,5,1,79,Good
2184,11,10,39,17,1,0,72,13,6,5,1,2,39,-7,5,5,0,-8,3,2,0,63,Bad
2004,217,9,58,32,0,0,100,-7,7,8,28,3,6,-7,1,1,44,-8,13,1,3,67,Bad
6512,37,2,16,8,0,0,100,-7,7,8,9,4,33,11,0,0,73,98,4,2,2,100,Good
2671,240,2,15,3,0,0,100,-7,7,8,7,2,0,1,2,2,40,-8,1,-8,0,33,Bad
2850,161,5,75,40,0,0,98,42,6,6,48,2,27,4,0,0,20,91,6,3,2,69,Good
1417,294,16,146,11,4,1,59,8,4,4,17,0,18,0,0,0,34,-8,7,1,1,67,Good
4263,127,4,60,18,0,0,100,-7,7,8,18,5,44,3,1,1,8,81,1,3,-8,83,Good
7417,176,5,81,22,0,0,100,-7,7,8,25,2,60,0,1,1,63,23,2,3,0,83,Bad
8698,344,6,130,65,1,0,95,18,6,5,68,3,18,6,0,0,4,21,5,3,0,31,Good
7860,119,1,62,19,0,0,95,20,6,6,22,2,36,0,8,8,11,101,6,2,0,62,Bad
3894,246,56,166,6,0,0,100,-7,7,8,6,0,17,0,2,2,0,-8,1,-8,-8,33,Good
2990,353,2,119,27,1,1,86,2,4,6,29,6,41,0,2,2,37,99,8,7,1,89,Bad
8265,117,3,36,10,0,0,70,3,4,6,10,2,50,1,1,1,98,69,2,3,1,83,Bad
2455,143,2,40,6,1,1,100,-7,6,8,18,3,43,0,1,1,68,78,2,3,0,83,Bad
7684,39,5,15,9,0,0,100,-7,7,8,9,2,33,0,0,0,28,100,5,2,0,100,Bad
3923,372,3,86,23,0,0,83,16,6,6,23,2,35,0,5,5,9,75,2,6,0,53,Bad
9163,144,2,74,30,0,0,100,-7,6,7,34,2,50,0,2,2,4,85,2,3,0,71,Good
5455,131,4,63,19,1,0,85,20,6,5,26,2,62,-7,1,1,25,17,1,4,-8,100,Bad
2175,114,5,66,11,1,1,92,13,6,3,6,4,42,-7,2,1,44,90,3,2,1,71,Good
3192,347,8,120,37,1,1,95,22,6,4,53,2,46,0,1,1,66,84,5,2,2,70,Good
4502,287,4,91,26,0,0,100,-7,7,8,27,3,42,1,1,1,11,71,3,2,0,58,Good
1390,167,4,63,17,0,0,94,31,6,6,17,2,41,0,2,2,38,91,4,3,2,78,Bad
5585,301,3,90,40,0,0,100,-7,7,8,41,4,25,-8,0,0,22,84,6,7,2,64,Good
5284,401,18,109,14,0,0,100,-7,7,8,14,0,29,0,0,0,16,78,4,2,1,67,Good
7732,82,3,35,21,1,1,90,3,4,6,21,2,24,-7,2,2,17,50,5,2,0,50,Bad
